OrderID	ProductID	UnitPrice	Quantity	Discount
10299	19	7	15	0
10299	70	12	20	0
10300	66	14	30	0
10300	68	10	20	0
10301	40	15	10	0
10301	56	30	20	0
10302	17	31	40	0
10302	28	36	28	0
10302	43	37	12	0
10303	40	15	40	0.100000001490116
10303	65	17	30	0.100000001490116
10303	68	10	15	0.100000001490116
10304	49	16	30	0
10304	59	44	10	0
10304	71	17	2	0
10305	18	50	25	0.100000001490116
10305	29	99	25	0.100000001490116
10305	39	14	30	0.100000001490116
10306	30	21	10	0
10306	53	26	10	0
10306	54	6	5	0
10307	62	39	10	0
10307	68	10	3	0
10308	69	29	1	0
10308	70	12	5	0
10309	4	18	20	0
10309	6	20	30	0
10309	42	11	2	0
10309	43	37	20	0
10309	71	17	3	0
10310	16	14	10	0
10310	62	39	5	0
10311	42	11	6	0
10311	69	29	7	0
10312	28	36	4	0
10312	43	37	24	0
10312	53	26	20	0
10312	75	6	10	0
10313	36	15	12	0
10314	32	26	40	0.100000001490116
10314	58	11	30	0.100000001490116
10314	62	39	25	0.100000001490116
10315	34	11	14	0
10315	70	12	30	0
10316	41	8	10	0
10316	62	39	70	0
10317	1	14	20	0
10318	41	8	20	0
10318	76	14	6	0
10319	17	31	8	0
10319	28	36	14	0
10319	76	14	30	0
10320	71	17	30	0
10321	35	14	10	0
10322	52	6	20	0
10323	15	12	5	0
10323	25	11	4	0
10323	39	14	4	0
10324	16	14	21	0.150000005960464
10324	35	14	70	0.150000005960464
10324	46	10	30	0
10324	59	44	40	0.150000005960464
10324	63	35	80	0.150000005960464
10325	6	20	6	0
10325	13	5	12	0
10325	14	19	9	0
10325	31	10	4	0
10325	72	28	40	0
10326	4	18	24	0
10326	57	16	16	0
10326	75	6	50	0
10327	2	15	25	0.200000002980232
10327	11	17	50	0.200000002980232
10327	30	21	35	0.200000002980232
10327	58	11	30	0.200000002980232
10328	59	44	9	0
10328	65	17	40	0
10328	68	10	10	0
10329	19	7	10	0.0500000007450581
10329	30	21	8	0.0500000007450581
10329	38	211	20	0.0500000007450581
10329	56	30	12	0.0500000007450581
10330	26	25	50	0.150000005960464
10330	72	28	25	0.150000005960464
10331	54	6	15	0
10332	18	50	40	0.200000002980232
10332	42	11	10	0.200000002980232
10332	47	8	16	0.200000002980232
10333	14	19	10	0
10333	21	8	10	0.100000001490116
10333	71	17	40	0.100000001490116
10334	52	6	8	0
10334	68	10	10	0
10335	2	15	7	0.200000002980232
10335	31	10	25	0.200000002980232
10335	32	26	6	0.200000002980232
10335	51	42	48	0.200000002980232
10336	4	18	18	0.100000001490116
10337	23	7	40	0
10337	26	25	24	0
10337	36	15	20	0
10337	37	21	28	0
10337	72	28	25	0
10338	17	31	20	0
10338	30	21	15	0
10339	4	18	10	0
10339	17	31	70	0.0500000007450581
10339	62	39	28	0
10340	18	50	20	0.0500000007450581
10340	41	8	12	0.0500000007450581
10340	43	37	40	0.0500000007450581
10341	33	2	8	0
10341	59	44	9	0.150000005960464
10342	2	15	24	0.200000002980232
10342	31	10	56	0.200000002980232
10342	36	15	40	0.200000002980232
10342	55	19	40	0.200000002980232
10343	64	27	50	0
10343	68	10	4	0.0500000007450581
10343	76	14	15	0
10344	4	18	35	0
10344	8	32	70	0.25
10345	8	32	70	0
10345	19	7	80	0
10345	42	11	9	0
10346	17	31	36	0.100000001490116
10346	56	30	20	0
10347	25	11	10	0
10347	39	14	50	0.150000005960464
10347	40	15	4	0
10347	75	6	6	0.150000005960464
10348	1	14	15	0.150000005960464
10348	23	7	25	0
10349	54	6	24	0
10350	50	13	15	0.100000001490116
10350	69	29	18	0.100000001490116
10351	38	211	20	0.0500000007450581
10351	41	8	13	0
10351	44	16	77	0.0500000007450581
10351	65	17	10	0.0500000007450581
10352	24	4	10	0
10352	54	6	20	0.150000005960464
10353	11	17	12	0.200000002980232
10353	38	211	50	0.200000002980232
10354	1	14	12	0
10354	29	99	4	0
10355	24	4	25	0
10355	57	16	25	0
10356	31	10	30	0
10356	55	19	12	0
10356	69	29	20	0
10357	10	25	30	0.200000002980232
10357	26	25	16	0
10357	60	27	8	0.200000002980232
10358	24	4	10	0.0500000007450581
10358	34	11	10	0.0500000007450581
10358	36	15	20	0.0500000007450581
10359	16	14	56	0.0500000007450581
10359	31	10	70	0.0500000007450581
10359	60	27	80	0.0500000007450581
10360	28	36	30	0
10360	29	99	35	0
10360	38	211	10	0
10360	49	16	35	0
10360	54	6	28	0
10361	39	14	54	0.100000001490116
10361	60	27	55	0.100000001490116
10362	25	11	50	0
10362	51	42	20	0
10362	54	6	24	0
10363	31	10	20	0
10363	75	6	12	0
10363	76	14	12	0
10364	69	29	30	0
10364	71	17	5	0
10365	11	17	24	0
10366	65	17	5	0
10366	77	10	5	0
10367	34	11	36	0
10367	54	6	18	0
10367	65	17	15	0
10367	77	10	7	0
10368	21	8	5	0.100000001490116
10368	28	36	13	0.100000001490116
10368	57	16	25	0
10368	64	27	35	0.100000001490116
10369	29	99	20	0
10369	56	30	18	0.25
10370	1	14	15	0.150000005960464
10370	64	27	30	0
10370	74	8	20	0.150000005960464
10371	36	15	6	0.200000002980232
10372	20	65	12	0.25
10372	38	211	40	0.25
10372	60	27	70	0.25
10372	72	28	42	0.25
10373	58	11	80	0.200000002980232
10373	71	17	50	0.200000002980232
10374	31	10	30	0
10374	58	11	15	0
10375	14	19	15	0
10375	54	6	10	0
10376	31	10	42	0.0500000007450581
10377	28	36	20	0.150000005960464
10377	39	14	20	0.150000005960464
10378	71	17	6	0
10379	41	8	8	0.100000001490116
10379	63	35	16	0.100000001490116
10379	65	17	20	0.100000001490116
10380	30	21	18	0.100000001490116
10380	53	26	20	0.100000001490116
10380	60	27	6	0.100000001490116
10380	70	12	30	0
10381	74	8	14	0
10382	5	17	32	0
10382	18	50	9	0
10382	29	99	14	0
10382	33	2	60	0
10382	74	8	50	0
10383	13	5	20	0
10383	50	13	15	0
10383	56	30	20	0
10384	20	65	28	0
10384	60	27	15	0
10385	7	24	10	0.200000002980232
10385	60	27	20	0.200000002980232
10385	68	10	8	0.200000002980232
10386	24	4	15	0
10386	34	11	10	0
10387	24	4	15	0
10387	28	36	6	0
10387	59	44	12	0
10387	71	17	15	0
10388	45	8	15	0.200000002980232
10388	52	6	20	0.200000002980232
10388	53	26	40	0
10389	10	25	16	0
10389	55	19	15	0
10389	62	39	20	0
10389	70	12	30	0
10390	31	10	60	0.100000001490116
10390	35	14	40	0.100000001490116
10390	46	10	45	0
10390	72	28	24	0.100000001490116
10391	13	5	18	0
10392	69	29	50	0
10393	2	15	25	0.25
10393	14	19	42	0.25
10393	25	11	7	0.25
10393	26	25	70	0.25
10393	31	10	32	0
10394	13	5	10	0
10394	62	39	10	0
10395	46	10	28	0.100000001490116
10395	53	26	70	0.100000001490116
10395	69	29	8	0
10396	23	7	40	0
10396	71	17	60	0
10396	72	28	21	0
10397	21	8	10	0.150000005960464
10397	51	42	18	0.150000005960464
10398	35	14	30	0
10398	55	19	120	0.100000001490116
10399	68	10	60	0
10399	71	17	30	0
10399	76	14	35	0
10399	77	10	14	0
10400	29	99	21	0
10400	35	14	35	0
10400	49	16	30	0
10401	30	21	18	0
10401	56	30	70	0
10401	65	17	20	0
10401	71	17	60	0
10402	23	7	60	0
10402	63	35	65	0
10403	16	14	21	0.150000005960464
10403	48	10	70	0.150000005960464
10404	26	25	30	0.0500000007450581
10404	42	11	40	0.0500000007450581
10404	49	16	30	0.0500000007450581
10405	3	8	50	0
10406	1	14	10	0
10406	21	8	30	0.100000001490116
10406	28	36	42	0.100000001490116
10406	36	15	5	0.100000001490116
10406	40	15	2	0.100000001490116
10407	11	17	30	0
10407	69	29	15	0
10407	71	17	15	0
10408	37	21	10	0
10408	54	6	6	0
10408	62	39	35	0
10409	14	19	12	0
10409	21	8	12	0
10410	33	2	49	0
10410	59	44	16	0
10411	41	8	25	0.200000002980232
10411	44	16	40	0.200000002980232
10411	59	44	9	0.200000002980232
10412	14	19	20	0.100000001490116
10413	1	14	24	0
10413	62	39	40	0
10413	76	14	14	0
10414	19	7	18	0.0500000007450581
10414	33	2	50	0
10415	17	31	2	0
10415	33	2	20	0
10416	19	7	20	0
10416	53	26	10	0
10416	57	16	20	0
10417	38	211	50	0
10417	46	10	2	0.25
10417	68	10	36	0.25
10417	77	10	35	0
10418	2	15	60	0
10418	47	8	55	0
10418	61	23	16	0
10418	74	8	15	0
10419	60	27	60	0.0500000007450581
10419	69	29	20	0.0500000007450581
10420	9	78	20	0.100000001490116
10420	13	5	2	0.100000001490116
10420	70	12	8	0.100000001490116
10420	73	12	20	0.100000001490116
10421	19	7	4	0.150000005960464
10421	26	25	30	0
10421	53	26	15	0.150000005960464
10421	77	10	10	0.150000005960464
10422	26	25	2	0
10423	31	10	14	0
10423	59	44	20	0
10424	35	14	60	0.200000002980232
10424	38	211	49	0.200000002980232
10424	68	10	30	0.200000002980232
10425	55	19	10	0.25
10425	76	14	20	0.25
10426	56	30	5	0
10426	64	27	7	0
10427	14	19	35	0
10428	46	10	20	0
10429	50	13	40	0
10429	63	35	35	0.25
10430	17	31	45	0.200000002980232
10430	21	8	50	0
10430	56	30	30	0
10430	59	44	70	0.200000002980232
10431	17	31	50	0.25
10431	40	15	50	0.25
10431	47	8	30	0.25
10432	26	25	10	0
10432	54	6	40	0
10433	56	30	28	0
10434	11	17	6	0
10434	76	14	18	0.150000005960464
10435	2	15	10	0
10435	22	17	12	0
10435	72	28	10	0
10436	46	10	5	0
10436	56	30	40	0.100000001490116
10436	64	27	30	0.100000001490116
10436	75	6	24	0.100000001490116
10437	53	26	15	0
10438	19	7	15	0.200000002980232
10438	34	11	20	0.200000002980232
10438	57	16	15	0.200000002980232
10439	12	30	15	0
10439	16	14	16	0
10439	64	27	6	0
10439	74	8	30	0
10440	2	15	45	0.150000005960464
10440	16	14	49	0.150000005960464
10440	29	99	24	0.150000005960464
10440	61	23	90	0.150000005960464
10441	27	35	50	0
10442	11	17	30	0
10442	54	6	80	0
10442	66	14	60	0
10443	11	17	6	0.200000002980232
10443	28	36	12	0
10444	17	31	10	0
10444	26	25	15	0
10444	35	14	8	0
10444	41	8	30	0
10445	39	14	6	0
10445	54	6	15	0
10446	19	7	12	0.100000001490116
10446	24	4	20	0.100000001490116
10446	31	10	3	0.100000001490116
10446	52	6	15	0.100000001490116
10447	19	7	40	0
10447	65	17	35	0
10447	71	17	2	0
10448	26	25	6	0
10448	40	15	20	0
10449	10	25	14	0
10449	52	6	20	0
10449	62	39	35	0
10450	10	25	20	0.200000002980232
10450	54	6	6	0.200000002980232
10451	55	19	120	0.100000001490116
10451	64	27	35	0.100000001490116
10451	65	17	28	0.100000001490116
10451	77	10	55	0.100000001490116
10452	28	36	15	0
10452	44	16	100	0.0500000007450581
10453	48	10	15	0.100000001490116
10453	70	12	25	0.100000001490116
10454	16	14	20	0.200000002980232
10454	33	2	20	0.200000002980232
10454	46	10	10	0.200000002980232
10455	39	14	20	0
10455	53	26	50	0
10455	61	23	25	0
10455	71	17	30	0
10456	21	8	40	0.150000005960464
10456	49	16	21	0.150000005960464
10457	59	44	36	0
10458	26	25	30	0
10458	28	36	30	0
10458	43	37	20	0
10458	56	30	15	0
10458	71	17	50	0
10459	7	24	16	0.0500000007450581
10459	46	10	20	0.0500000007450581
10459	72	28	40	0
10460	68	10	21	0.25
10460	75	6	4	0.25
10461	21	8	40	0.25
10461	30	21	28	0.25
10461	55	19	60	0.25
10462	13	5	1	0
10462	23	7	21	0
10463	19	7	21	0
10463	42	11	50	0
10464	4	18	16	0.200000002980232
10464	43	37	3	0
10464	56	30	30	0.200000002980232
10464	60	27	20	0
10465	24	4	25	0
10465	29	99	18	0.100000001490116
10465	40	15	20	0
10465	45	8	30	0.100000001490116
10465	50	13	25	0
10466	11	17	10	0
10466	46	10	5	0
10467	24	4	28	0
10467	25	11	12	0
10468	30	21	8	0
10468	43	37	15	0
10469	2	15	40	0.150000005960464
10469	16	14	35	0.150000005960464
10469	44	16	2	0.150000005960464
10470	18	50	30	0
10470	23	7	15	0
10470	64	27	8	0
10471	7	24	30	0
10471	56	30	20	0
10472	24	4	80	0.0500000007450581
10472	51	42	18	0
10473	33	2	12	0
10473	71	17	12	0
10474	14	19	12	0
10474	28	36	18	0
10474	40	15	21	0
10474	75	6	10	0
10475	31	10	35	0.150000005960464
10475	66	14	60	0.150000005960464
10475	76	14	42	0.150000005960464
10476	55	19	2	0.0500000007450581
10476	70	12	12	0
10477	1	14	15	0
10477	21	8	21	0.25
10477	39	14	20	0.25
10478	10	25	20	0.0500000007450581
10479	38	211	30	0
10479	53	26	28	0
10479	59	44	60	0
10479	64	27	30	0
10480	47	8	30	0
10480	59	44	12	0
10481	49	16	24	0
10481	60	27	40	0
10482	40	15	10	0
10483	34	11	35	0.0500000007450581
10483	77	10	30	0.0500000007450581
10484	21	8	14	0
10484	40	15	10	0
10484	51	42	3	0
10485	2	15	20	0.100000001490116
10485	3	8	20	0.100000001490116
10485	55	19	30	0.100000001490116
10485	70	12	60	0.100000001490116
10486	11	17	5	0
10486	51	42	25	0
10486	74	8	16	0
10487	19	7	5	0
10487	26	25	30	0
10487	54	6	24	0.25
10488	59	44	30	0
10488	73	12	20	0.200000002980232
10489	11	17	15	0.25
10489	16	14	18	0
10490	59	44	60	0
10490	68	10	30	0
10490	75	6	36	0
10491	44	16	15	0.150000005960464
10491	77	10	7	0.150000005960464
10492	25	11	60	0.0500000007450581
10492	42	11	20	0.0500000007450581
10493	65	17	15	0.100000001490116
10493	66	14	10	0.100000001490116
10493	69	29	10	0.100000001490116
10494	56	30	30	0
10495	23	7	10	0
10495	41	8	20	0
10495	77	10	5	0
10496	31	10	20	0.0500000007450581
10497	56	30	14	0
10497	72	28	25	0
10497	77	10	25	0
10498	24	5	14	0
10498	40	18	5	0
10498	42	14	30	0
10499	28	46	20	0
10499	49	20	25	0
10500	15	16	12	0.0500000007450581
10500	28	46	8	0.0500000007450581
10501	54	7	20	0
10502	45	10	21	0
10502	53	33	6	0
10502	67	14	30	0
10503	14	23	70	0
10503	65	21	20	0
10504	2	19	12	0
10504	21	10	12	0
10504	53	33	10	0
10504	61	29	25	0
10505	62	49	3	0
10506	25	14	18	0.100000001490116
10506	70	15	14	0.100000001490116
10507	43	46	15	0.150000005960464
10507	48	13	15	0.150000005960464
10508	13	6	10	0
10508	39	18	10	0
10509	28	46	3	0
10510	29	124	36	0
10510	75	8	36	0.100000001490116
10511	4	22	50	0.150000005960464
10511	7	30	50	0.150000005960464
10511	8	40	10	0.150000005960464
10512	24	5	10	0.150000005960464
10512	46	12	9	0.150000005960464
10512	47	10	6	0.150000005960464
10512	60	34	12	0.150000005960464
10513	21	10	40	0.200000002980232
10513	32	32	50	0.200000002980232
10513	61	29	15	0.200000002980232
10514	20	81	39	0
10514	28	46	35	0
10514	56	38	70	0
10514	65	21	39	0
10514	75	8	50	0
10515	9	97	16	0.150000005960464
10515	16	17	50	0
10515	27	44	120	0
10515	33	3	16	0.150000005960464
10515	60	34	84	0.150000005960464
10516	18	63	25	0.100000001490116
10516	41	10	80	0.100000001490116
10516	42	14	20	0
10517	52	7	6	0
10517	59	55	4	0
10517	70	15	6	0
10518	24	5	5	0
10518	38	264	15	0
10518	44	19	9	0
10519	10	31	16	0.0500000007450581
10519	56	38	40	0
10519	60	34	10	0.0500000007450581
10520	24	5	8	0
10520	53	33	5	0
10521	35	18	3	0
10521	41	10	10	0
10521	68	13	6	0
10522	1	18	40	0.200000002980232
10522	8	40	24	0
10522	30	26	20	0.200000002980232
10522	40	18	25	0.200000002980232
10523	17	39	25	0.100000001490116
10523	20	81	15	0.100000001490116
10523	37	26	18	0.100000001490116
10523	41	10	6	0.100000001490116
10524	10	31	2	0
10524	30	26	10	0
10524	43	46	60	0
10524	54	7	15	0
10525	36	19	30	0
10525	40	18	15	0.100000001490116
10526	1	18	8	0.150000005960464
10526	13	6	10	0
10526	56	38	30	0.150000005960464
10527	4	22	50	0.100000001490116
10527	36	19	30	0.100000001490116
10528	11	21	3	0
10528	33	3	8	0.200000002980232
10528	72	35	9	0
10529	55	24	14	0
10529	68	13	20	0
10529	69	36	10	0
10530	17	39	40	0
10530	43	46	25	0
10530	61	29	20	0
10530	76	18	50	0
10531	59	55	2	0
10532	30	26	15	0
10532	66	17	24	0
10533	4	22	50	0.0500000007450581
10533	72	35	24	0
10533	73	15	24	0.0500000007450581
10534	30	26	10	0
10534	40	18	10	0.200000002980232
10534	54	7	10	0.200000002980232
10535	11	21	50	0.100000001490116
10535	40	18	10	0.100000001490116
10535	57	20	5	0.100000001490116
10535	59	55	15	0.100000001490116
10536	12	38	15	0.25
10536	31	13	20	0
10536	33	3	30	0
10536	60	34	35	0.25
10537	31	13	30	0
10537	51	53	6	0
10537	58	13	20	0
10537	72	35	21	0
10537	73	15	9	0
10538	70	15	7	0
10538	72	35	1	0
10539	13	6	8	0
10539	21	10	15	0
10539	33	3	15	0
10539	49	20	6	0
10540	3	10	60	0
10540	26	31	40	0
10540	38	264	30	0
10540	68	13	35	0
10541	24	5	35	0.100000001490116
10541	38	264	4	0.100000001490116
10541	65	21	36	0.100000001490116
10541	71	22	9	0.100000001490116
10542	11	21	15	0.0500000007450581
10542	54	7	24	0.0500000007450581
10543	12	38	30	0.150000005960464
10543	23	9	70	0.150000005960464
10544	28	46	7	0
10544	67	14	7	0
10545	11	21	10	0
10546	7	30	10	0
10546	35	18	30	0
10546	62	49	40	0
10547	32	32	24	0.150000005960464
10547	36	19	60	0
10548	34	14	10	0.25
10548	41	10	14	0
10549	31	13	55	0.150000005960464
10549	45	10	100	0.150000005960464
10549	51	53	48	0.150000005960464
10550	17	39	8	0.100000001490116
10550	19	9	10	0
10550	21	10	6	0.100000001490116
10550	61	29	10	0.100000001490116
10551	16	17	40	0.150000005960464
10551	35	18	20	0.150000005960464
10551	44	19	40	0
10552	69	36	18	0
10552	75	8	30	0
10553	11	21	15	0
10553	16	17	14	0
10553	22	21	24	0
10553	31	13	30	0
10553	35	18	6	0
10554	16	17	30	0.0500000007450581
10554	23	9	20	0.0500000007450581
10554	62	49	20	0.0500000007450581
10554	77	13	10	0.0500000007450581
10555	14	23	30	0.200000002980232
10555	19	9	35	0.200000002980232
10555	24	5	18	0.200000002980232
10555	51	53	20	0.200000002980232
10555	56	38	40	0.200000002980232
10556	72	35	24	0
10557	64	33	30	0
10557	75	8	20	0
10558	47	10	25	0
10558	51	53	20	0
10558	52	7	30	0
10558	53	33	18	0
10558	73	15	3	0
10559	41	10	12	0.0500000007450581
10559	55	24	18	0.0500000007450581
10560	30	26	20	0
10560	62	49	15	0.25
10561	44	19	10	0
10561	51	53	50	0
10562	33	3	20	0.100000001490116
10562	62	49	10	0.100000001490116
10563	36	19	25	0
10563	52	7	70	0
10564	17	39	16	0.0500000007450581
10564	31	13	6	0.0500000007450581
10564	55	24	25	0.0500000007450581
10565	24	5	25	0.100000001490116
10565	64	33	18	0.100000001490116
10566	11	21	35	0.150000005960464
10566	18	63	18	0.150000005960464
10566	76	18	10	0
10567	31	13	60	0.200000002980232
10567	51	53	3	0
10567	59	55	40	0.200000002980232
10568	10	31	5	0
10569	31	13	35	0.200000002980232
10569	76	18	30	0
10570	11	21	15	0.0500000007450581
10570	56	38	60	0.0500000007450581
10571	14	23	11	0.150000005960464
10571	42	14	28	0.150000005960464
10572	16	17	12	0.100000001490116
10572	32	32	10	0.100000001490116
10572	40	18	50	0
10572	75	8	15	0.100000001490116
10573	17	39	18	0
10573	34	14	40	0
10573	53	33	25	0
10574	33	3	14	0
10574	40	18	2	0
10574	62	49	10	0
10574	64	33	6	0
10575	59	55	12	0
10575	63	44	6	0
10575	72	35	30	0
10575	76	18	10	0
10576	1	18	10	0
10576	31	13	20	0
10576	44	19	21	0
10577	39	18	10	0
10577	75	8	20	0
10577	77	13	18	0
10578	35	18	20	0
10578	57	20	6	0
10579	15	16	10	0
10579	75	8	21	0
10580	14	23	15	0.0500000007450581
10580	41	10	9	0.0500000007450581
10580	65	21	30	0.0500000007450581
10581	75	8	50	0.200000002980232
10582	57	20	4	0
10582	76	18	14	0
10583	29	124	10	0
10583	60	34	24	0.150000005960464
10583	69	36	10	0.150000005960464
10584	31	13	50	0.0500000007450581
10585	47	10	15	0
10586	52	7	4	0.150000005960464
10587	26	31	6	0
10587	35	18	20	0
10587	77	13	20	0
10588	18	63	40	0.200000002980232
10588	42	14	100	0.200000002980232
10589	35	18	4	0
10590	1	18	20	0
10590	77	13	60	0.0500000007450581
10591	3	10	14	0
10591	7	30	10	0
10591	54	7	50	0
10592	15	16	25	0.0500000007450581
10592	26	31	5	0.0500000007450581
10593	20	81	21	0.200000002980232
10593	69	36	20	0.200000002980232
10593	76	18	4	0.200000002980232
10594	52	7	24	0
10594	58	13	30	0
10595	35	18	30	0.25
10595	61	29	120	0.25
10595	69	36	65	0.25
10596	56	38	5	0.200000002980232
10596	63	44	24	0.200000002980232
10596	75	8	30	0.200000002980232
10597	24	5	35	0.200000002980232
10597	57	20	20	0
10597	65	21	12	0.200000002980232
10598	27	44	50	0
10598	71	22	9	0
10599	62	49	10	0
10600	54	7	4	0
10600	73	15	30	0
10601	13	6	60	0
10601	59	55	35	0
10602	77	13	5	0.25
10603	22	21	48	0
10603	49	20	25	0.0500000007450581
10604	48	13	6	0.100000001490116
10604	76	18	10	0.100000001490116
10605	16	17	30	0.0500000007450581
10605	59	55	20	0.0500000007450581
10605	60	34	70	0.0500000007450581
10605	71	22	15	0.0500000007450581
10606	4	22	20	0.200000002980232
10606	55	24	20	0.200000002980232
10606	62	49	10	0.200000002980232
10607	7	30	45	0
10607	17	39	100	0
10607	33	3	14	0
10607	40	18	42	0
10607	72	35	12	0
10608	56	38	28	0
10609	1	18	3	0
10609	10	31	10	0
10609	21	10	6	0
10610	36	19	21	0.25
10611	1	18	6	0
10611	2	19	10	0
10611	60	34	15	0
10612	10	31	70	0
10612	36	19	55	0
10612	49	20	18	0
10612	60	34	40	0
10612	76	18	80	0
10613	13	6	8	0.100000001490116
10613	75	8	40	0
10614	11	21	14	0
10614	21	10	8	0
10614	39	18	5	0
10615	55	24	5	0
10616	38	264	15	0.0500000007450581
10616	56	38	14	0
10616	70	15	15	0.0500000007450581
10616	71	22	15	0.0500000007450581
10617	59	55	30	0.150000005960464
10618	6	25	70	0
10618	56	38	20	0
10618	68	13	15	0
10619	21	10	42	0
10619	22	21	40	0
10620	24	5	5	0
10620	52	7	5	0
10621	19	9	5	0
10621	23	9	10	0
10621	70	15	20	0
10621	71	22	15	0
10622	2	19	20	0
10622	68	13	18	0.200000002980232
10623	14	23	21	0
10623	19	9	15	0.100000001490116
10623	21	10	25	0.100000001490116
10623	24	5	3	0
10623	35	18	30	0.100000001490116
10624	28	46	10	0
10624	29	124	6	0
10624	44	19	10	0
10625	14	23	3	0
10625	42	14	5	0
10625	60	34	10	0
10626	53	33	12	0
10626	60	34	20	0
10626	71	22	20	0
10627	62	49	15	0
10627	73	15	35	0.150000005960464
10628	1	18	25	0
10629	29	124	20	0
10629	64	33	9	0
10630	55	24	12	0.0500000007450581
10630	76	18	35	0
10631	75	8	8	0.100000001490116
10632	2	19	30	0.0500000007450581
10632	33	3	20	0.0500000007450581
10633	12	38	36	0.150000005960464
10633	13	6	13	0.150000005960464
10633	26	31	35	0.150000005960464
10633	62	49	80	0.150000005960464
10634	7	30	35	0
10634	18	63	50	0
10634	51	53	15	0
10634	75	8	2	0
10635	4	22	10	0.100000001490116
10635	5	21	15	0.100000001490116
10635	22	21	40	0
10636	4	22	25	0
10636	58	13	6	0
10637	11	21	10	0
10637	50	16	25	0.0500000007450581
10637	56	38	60	0.0500000007450581
10638	45	10	20	0
10638	65	21	21	0
10638	72	35	60	0
10639	18	63	8	0
10640	69	36	20	0.25
10640	70	15	15	0.25
10641	2	19	50	0
10641	40	18	60	0
10642	21	10	30	0.200000002980232
10642	61	29	20	0.200000002980232
10643	28	46	15	0.25
10643	39	18	21	0.25
10643	46	12	2	0.25
10644	18	63	4	0.100000001490116
10644	43	46	20	0
10644	46	12	21	0.100000001490116
10645	18	63	20	0
10645	36	19	15	0
10646	1	18	15	0.25
10646	10	31	18	0.25
10646	71	22	30	0.25
